보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24
교보라이프플래닛생명,(무)교보라플 어린이종합보험(순수보장형),특약,(무)주산기질환수술특약,이 특약의 보험기간 중 피보험자가 「주산기질환」의 치료를 직접적인 목적으로 「수술」을 받을 경우,수술 1회당 50만원,1000만원,2760  원,"1,760  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이종합보험(순수보장형),특약,(무)주산기질환수술특약,이 특약의 보험기간 중 피보험자가 「주산기질환」의 치료를 직접적인 목적으로 「수술」을 받을 경우,수술 1회당 50만원,1000만원,2760  원,"1,760  원",2.25 %,-,-,103.9 %,101.9 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세/80세/90세/100세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년/30년납, 30세납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가 9. 다자녀 보험료 할인 : 다자녀 보험료 할인 신청을 통해 제2회 이후 월납보험료를 ‘형제자매(본인포함)’가 2인인 경우 3.0%, 3인 이상인 경우 5.0%를 할인(단, 일시납 제외)",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이종합보험(순수보장형),특약,(무)주산기질환입원특약,"이 특약의 보험기간 중 피보험자가 주산기질환으로 진단이 확정되고, 그 주산기질환의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도)",4일 이상 입원일수 1일당 1만원,1000만원,23670  원,"19,710  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이종합보험(순수보장형),특약,(무)주산기질환입원특약,"이 특약의 보험기간 중 피보험자가 주산기질환으로 진단이 확정되고, 그 주산기질환의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도)",4일 이상 입원일수 1일당 1만원,1000만원,23670  원,"19,710  원",2.25 %,-,-,103.9 %,101.9 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세/80세/90세/100세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년/30년납, 30세납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가 9. 다자녀 보험료 할인 : 다자녀 보험료 할인 신청을 통해 제2회 이후 월납보험료를 ‘형제자매(본인포함)’가 2인인 경우 3.0%, 3인 이상인 경우 5.0%를 할인(단, 일시납 제외)",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,교통재해 장해급여금,보험기간 중 피보험자가 「교통재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,1억원 × 해당 장해지급률,"1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,교통재해 장해급여금,보험기간 중 피보험자가 「교통재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,1억원 × 해당 장해지급률,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,일반재해 장해급여금,보험기간 중 피보험자가 「일반재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,"5,000만원 × 해당 장해지급률","1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,일반재해 장해급여금,보험기간 중 피보험자가 「일반재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,"5,000만원 × 해당 장해지급률","1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,재해골절 (치아파절 제외) 진단비,보험기간 중 피보험자가 재해를 직접적인 원인으로 「골절」로 진단이 확정되었을 경우 (치아파절 제외),재해골절 1회당 30만원,"1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,재해골절 (치아파절 제외) 진단비,보험기간 중 피보험자가 재해를 직접적인 원인으로 「골절」로 진단이 확정되었을 경우 (치아파절 제외),재해골절 1회당 30만원,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,백혈병 및 골수암 진단비,보험기간 중 피보험자가 「백혈병 및 골수암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),1억원,"1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,백혈병 및 골수암 진단비,보험기간 중 피보험자가 「백혈병 및 골수암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),1억원,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,일반암 진단비,보험기간 중 피보험자가 「일반암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),"5,000만원","1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,일반암 진단비,보험기간 중 피보험자가 「일반암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),"5,000만원","1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,기타피부암 진단비,보험기간 중 피보험자가 「기타피부암」으로 진단이 확정되었을 경우 (최초 1회에 한함),500만원,"1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,기타피부암 진단비,보험기간 중 피보험자가 「기타피부암」으로 진단이 확정되었을 경우 (최초 1회에 한함),500만원,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,중증 이외 갑상선암 진단비,보험기간 중 피보험자가 「중증 이외 갑상선암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),500만원,"1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,중증 이외 갑상선암 진단비,보험기간 중 피보험자가 「중증 이외 갑상선암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),500만원,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,경계성종양 진단비,보험기간 중 피보험자가 「경계성종양」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),500만원,"1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,경계성종양 진단비,보험기간 중 피보험자가 「경계성종양」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),500만원,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,제자리암 진단비,보험기간 중 피보험자가 「제자리암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),500만원,"1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,제자리암 진단비,보험기간 중 피보험자가 「제자리암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),500만원,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,질병 및 재해 입원비,"보험기간 중 피보험자가 질병 및 재해 분류표에서 정하는 질병 또는 재해를 원인으로, 그 질병 및 재해의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도)",4일 이상 입원일수 1일당 2만원,"1,000만원",16480  원,"13,340  원",,,,,,,file_26.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,질병 및 재해 입원비,"보험기간 중 피보험자가 질병 및 재해 분류표에서 정하는 질병 또는 재해를 원인으로, 그 질병 및 재해의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도)",4일 이상 입원일수 1일당 2만원,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
