보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,남성보험료,여성보험료,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24,원본_열_25,원본_열_26,원본_열_27
DB손보,(무)다이렉트 펫블리 반려묘 의료비보험2605(CM)(재가입용),(무)다이렉트 펫블리 반려묘 의료비보험2605(CM)(재가입용),"반려동물의료비Ⅵ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)(실손)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),"32,522","32,522 원",99 원,99 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)다이렉트 펫블리 반려묘 의료비보험2605(CM)(재가입용),"반려동물의료비Ⅵ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)(실손)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),"32,522","32,522",99.9,99.3,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려묘 의료비보험2605(CM)(재가입용),,반려동물의료비Ⅵ(고양이)(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(1000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ(고양이)(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(1000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려묘 의료비보험2605(CM)(재가입용),,반려동물의료비Ⅵ치과및구강질환확장보장(고양이)(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ치과및구강질환확장보장(고양이)(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(강아지),(무)펫보험(강아지),반려견 무지개다리위로금(갱신형),보장개시일 이후 반려견이 사망한 경우,30만원,"35,786","35,786 원",83 원,84 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,카카오페이손해보험,(무)펫보험(강아지),반려견 무지개다리위로금(갱신형),보장개시일 이후 반려견이 사망한 경우,30만원,"35,786","35,765",83.2,84.2,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(강아지),,반려견배상책임보장(갱신형),반려견의 행위에 기인하는 우연한 사고로 인하여 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담하는 경우,1사고당 500만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려견배상책임보장(갱신형),반려견의 행위에 기인하는 우연한 사고로 인하여 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담하는 경우,1사고당 500만원 한도,,,,,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(강아지),,"반려견의료비(수술,입원,통원)",보장개시일 이후 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 치료를 받은 경우,연간 4천만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려견의료비(수술,입원,통원)",보장개시일 이후 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 치료를 받은 경우,연간 4천만원 한도,,,,,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(강아지),,반려견의료비(수술당일),보장개시일 이후 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 수술을 받은 경우,연간 1천만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려견의료비(수술당일),보장개시일 이후 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 수술을 받은 경우,연간 1천만원 한도,,,,,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(강아지),,"반려견의료비(수술당일,수술동반입원)",보장개시일 이후 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 수술을 받은 경우 및 수술을 동반한 입원이 이루어진 경우,연간 1.5천만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려견의료비(수술당일,수술동반입원)",보장개시일 이후 반려견에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 수술을 받은 경우 및 수술을 동반한 입원이 이루어진 경우,연간 1.5천만원 한도,,,,,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(강아지),,응급실내원진료비(응급),응급환자로서 응급실에 내원하여 진료를 받은 경우,1만원,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,응급실내원진료비(응급),응급환자로서 응급실에 내원하여 진료를 받은 경우,1만원,,,,,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(고양이),(무)펫보험(고양이),반려묘 무지개다리위로금(갱신형),보장개시일 이후 반려묘가 사망한 경우,30만원,"28,332","28,332 원",102 원,103 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,카카오페이손해보험,(무)펫보험(고양이),반려묘 무지개다리위로금(갱신형),보장개시일 이후 반려묘가 사망한 경우,30만원,"28,332","28,301",102.2,103.4,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(고양이),,"반려묘의료비(수술,입원,통원)",보장개시일 이후 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 치료를 받은 경우,연간 4천만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려묘의료비(수술,입원,통원)",보장개시일 이후 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 치료를 받은 경우,연간 4천만원 한도,,,,,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(고양이),,반려묘의료비(수술당일),보장개시일 이후 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 수술을 받은 경우,연간 1천만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려묘의료비(수술당일),보장개시일 이후 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 수술을 받은 경우,연간 1천만원 한도,,,,,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(고양이),,"반려묘의료비(수술당일,수술동반입원)",보장개시일 이후 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 수술을 받은 경우 및 수술을 동반한 입원이 이루어진 경우,연간 1.5천만원 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려묘의료비(수술당일,수술동반입원)",보장개시일 이후 반려묘에게 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 수의사에게 수술을 받은 경우 및 수술을 동반한 입원이 이루어진 경우,연간 1.5천만원 한도,,,,,,,,,,,,,,,,,,,,,,
카카오페이손해보험,(무)펫보험(고양이),,응급실내원진료비(응급),응급환자로서 응급실에 내원하여 진료를 받은 경우,1만원,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,응급실내원진료비(응급),응급환자로서 응급실에 내원하여 진료를 받은 경우,1만원,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[1종:실속형/강아지]2601,(무) NH펫앤미든든보험[1종:실속형/강아지]2601,(갱신형)반려동물 배상책임(강아지),피보험자가 대한민국 내에서 보험기간 중 반려동물(강아지)의 행위에 기인하는 우연한 사고로 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담함으로써 입은 손해를 1사고당 약관에 따라 보상,가입금액 한도,"36,864","36,864 원",104 원,103 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,농협손보,(무) NH펫앤미든든보험[1종:실속형/강아지]2601,(갱신형)반려동물 배상책임(강아지),피보험자가 대한민국 내에서 보험기간 중 반려동물(강아지)의 행위에 기인하는 우연한 사고로 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담함으로써 입은 손해를 1사고당 약관에 따라 보상,가입금액 한도,"36,864","36,861",104.7,103.6,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[1종:실속형/강아지]2601,,(갱신형)반려동물 사망(강아지),보장개시일 이후에 반려동물이 사망한 경우 가입금액 지급(최초계약 가입 후 2년 미만 시 가입금액의 50% 지급),,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,(갱신형)반려동물 사망(강아지),보장개시일 이후에 반려동물이 사망한 경우 가입금액 지급(최초계약 가입 후 2년 미만 시 가입금액의 50% 지급),,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[1종:실속형/강아지]2601,,"반려동물 치료비Ⅲ 구강질환 확장보장(강아지,실속형)","보장개시일 이후에 반려동물에게 치석제거 및 치아부정교합 등 치과 치료비용, 구강내 질환을 원인으로 생긴 반려동물의 치료비를 약관에 따라 보험금 지급",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물 치료비Ⅲ 구강질환 확장보장(강아지,실속형)","보장개시일 이후에 반려동물에게 치석제거 및 치아부정교합 등 치과 치료비용, 구강내 질환을 원인으로 생긴 반려동물의 치료비를 약관에 따라 보험금 지급",,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[1종:실속형/강아지]2601,,"반려동물 치료비Ⅲ 피부질환 확장보장(강아지,실속형)","보장개시일 이후에 반려동물에게 피부병(외이도염, 중이염, 피부알러지, 피부트러블을 포함)을 원인으로 생긴 반려동물의 치료비를 약관에 따라 보상",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물 치료비Ⅲ 피부질환 확장보장(강아지,실속형)","보장개시일 이후에 반려동물에게 피부병(외이도염, 중이염, 피부알러지, 피부트러블을 포함)을 원인으로 생긴 반려동물의 치료비를 약관에 따라 보상",,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[1종:실속형/강아지]2601,,"반려동물 치료비Ⅲ(강아지,실속형)","보장개시일 이후에 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 1일당 피보험자가 부담한 반려동물의 입원, 통원 또는 수술로 치료에 사용된 비용을 약관에 따라 반려동물 치료비 보험금 지급",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물 치료비Ⅲ(강아지,실속형)","보장개시일 이후에 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 1일당 피보험자가 부담한 반려동물의 입원, 통원 또는 수술로 치료에 사용된 비용을 약관에 따라 반려동물 치료비 보험금 지급",,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[1종:실속형/강아지]2601,,일반상해후유장해(80%이상),상해사고로 80%이상 후유장해가 발생한 경우(최초1회한),가입금액,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,일반상해후유장해(80%이상),상해사고로 80%이상 후유장해가 발생한 경우(최초1회한),가입금액,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[2종:일반형/강아지]2601,(무) NH펫앤미든든보험[2종:일반형/강아지]2601,(갱신형)반려동물 배상책임(강아지),피보험자가 대한민국 내에서 보험기간 중 반려동물(강아지)의 행위에 기인하는 우연한 사고로 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담함으로써 입은 손해를 1사고당 약관에 따라 보상,가입금액 한도,"36,904","36,904 원",104 원,103 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,농협손보,(무) NH펫앤미든든보험[2종:일반형/강아지]2601,(갱신형)반려동물 배상책임(강아지),피보험자가 대한민국 내에서 보험기간 중 반려동물(강아지)의 행위에 기인하는 우연한 사고로 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담함으로써 입은 손해를 1사고당 약관에 따라 보상,가입금액 한도,"36,904","36,901",104.7,103.6,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[2종:일반형/강아지]2601,,(갱신형)반려동물 사망(강아지),보장개시일 이후에 반려동물이 사망한 경우 가입금액 지급(최초계약 가입 후 2년 미만 시 가입금액의 50% 지급),,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,(갱신형)반려동물 사망(강아지),보장개시일 이후에 반려동물이 사망한 경우 가입금액 지급(최초계약 가입 후 2년 미만 시 가입금액의 50% 지급),,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[2종:일반형/강아지]2601,,"반려동물 치료비Ⅲ 구강질환 확장보장(강아지,일반형)","보장개시일 이후에 반려동물에게 치석제거 및 치아부정교합 등 치과 치료비용, 구강내 질환을 원인으로 생긴 반려동물의 치료비를 약관에 따라 보험금 지급",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물 치료비Ⅲ 구강질환 확장보장(강아지,일반형)","보장개시일 이후에 반려동물에게 치석제거 및 치아부정교합 등 치과 치료비용, 구강내 질환을 원인으로 생긴 반려동물의 치료비를 약관에 따라 보험금 지급",,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[2종:일반형/강아지]2601,,"반려동물 치료비Ⅲ 피부질환 확장보장(강아지,일반형)","보장개시일 이후에 반려동물에게 피부병(외이도염, 중이염, 피부알러지, 피부트러블을 포함)을 원인으로 생긴 반려동물의 치료비를 약관에 따라 보상",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물 치료비Ⅲ 피부질환 확장보장(강아지,일반형)","보장개시일 이후에 반려동물에게 피부병(외이도염, 중이염, 피부알러지, 피부트러블을 포함)을 원인으로 생긴 반려동물의 치료비를 약관에 따라 보상",,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH펫앤미든든보험[2종:일반형/강아지]2601,,"반려동물 치료비Ⅲ(강아지,일반형)","보장개시일 이후에 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 1일당 피보험자가 부담한 반려동물의 입원, 통원 또는 수술로 치료에 사용된 비용을 약관에 따라 반려동물 치료비 보험금 지급",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물 치료비Ⅲ(강아지,일반형)","보장개시일 이후에 상해 또는 질병이 발생하여 그 치료를 직접적인 목적으로 국내에서 수의사에게 치료를 받은 때에는 1일당 피보험자가 부담한 반려동물의 입원, 통원 또는 수술로 치료에 사용된 비용을 약관에 따라 반려동물 치료비 보험금 지급",,,,,,,,,,,,,,,,,,,,,,,
